Deck,Title,LowerPrice,DateTime
HA06,Vylon Polytope,"0,02 €",2023-03-02
HA05,Vylon Charger,"0,02 €",2023-03-02
HA06,Vylon Hept,"0,02 €",2023-03-02
HA06,Vylon Prism,"0,02 €",2023-03-02
HA05,Vylon Material,"0,02 €",2023-03-02
STOR,Vylon Delta,"0,50 €",2023-03-02
HA06,Vylon Segment,"0,02 €",2023-03-02
GRCR,Water Enchantress of the Temple (V.1 - Ultra Rare),"12,00 €",2023-03-02
GRCR,Wandering Gryphon Rider,"0,02 €",2023-03-02
GFP2,Wandering King Wildwind,"0,02 €",2023-03-02
DUDE,Wave-Motion Cannon,"0,02 €",2023-03-02
SDAZ,Waking the Dragon,"0,02 €",2023-03-02
OP19,Water Enchantress of the Temple,"27,99 €",2023-03-02
SGX1,Wall of Disruption,"0,02 €",2023-03-02
MP22,War Rock Skyler,"0,02 €",2023-03-02
MYFI,Waking the Dragon,"0,05 €",2023-03-02
SDAZ,Warning Point,"0,02 €",2023-03-02
DIFO,War Rock Medium,"0,02 €",2023-03-02
HAC1,Waboku (V.1 - Common),"0,02 €",2023-03-02
SGX2,Water Dragon (V.2 - Secret Rare),"0,34 €",2023-03-02
FOTB,Warrior of Atlantis (V.1 - Rare),"0,70 €",2023-03-02
LIOV,War Rock Meteoragon,"0,20 €",2023-03-02
SDRE,Warrior of Atlantis,"0,49 €",2023-03-02
MP21,Warning Point,"0,02 €",2023-03-02
ANGU,Wavering Eyes,"0,02 €",2023-03-02
LIOV,War Rock Wento,"0,02 €",2023-03-02
MP20,Wailing of the Unchained Souls,"0,02 €",2023-03-02
PHHY,Weighbridge,"3,80 €",2023-03-02
TAMA,Welcome Labrynth,"33,00 €",2023-03-02
CYHO,Wee Witch's Apprentice,"0,05 €",2023-03-02
BLAR,Weathering Soldier,"0,10 €",2023-03-02
LODT,Wetlands,"0,02 €",2023-03-02
MP19,Wee Witch's Apprentice,"0,02 €",2023-03-02
LDS1,Weevil Underwood Art Token,"0,20 €",2023-03-02
AST,Weapon Change,"0,02 €",2023-03-02
ABPF,Weeping Idol,"0,02 €",2023-03-02
EEN,Weed Out,"0,02 €",2023-03-02
OP14,Weeping Idol,"0,02 €",2023-03-02
SBTK,Wetha,"0,02 €",2023-03-02
SD10,Weapon Change,"0,02 €",2023-03-02
ORCS,Weights & Zenmaisures,"0,02 €",2023-03-02
SGX2,Weapon Change,"0,02 €",2023-03-02
MRL,Weather Report (V.1 - Common),"0,02 €",2023-03-02
DBTM,Welcome Labrynth,,2023-03-02
SRL,Weather Report (V.1 - Common),"0,02 €",2023-03-02
PHHY-JP,Weighbridge,"0,10 €",2023-03-02
DR2,Weapon Change,"0,02 €",2023-03-02
GFP2,"Whitebeard, the Plunder Patroll Helm","0,06 €",2023-03-02
BACH,White Relic of Dogmatika,"0,02 €",2023-03-02
MP22,White Knight of Dogmatika,"0,02 €",2023-03-02
BROL,White Mirror,"0,02 €",2023-03-02
KICO,White Rose Cloister,"0,02 €",2023-03-02
BLHR,White Dragon Wyverburster,"0,04 €",2023-03-02
LED7,White Aura Bihamut,"0,10 €",2023-03-02
IGAS,"Whitebeard, the Plunder Patroll Helm","1,00 €",2023-03-02
SHVA,White Dragon Ninja,"0,02 €",2023-03-02
BLLR,White Aura Whale,"9,00 €",2023-03-02
LED8,White Steed of the Floral Knights,"0,02 €",2023-03-02
SDAZ,White Dragon Wyverburster,"0,02 €",2023-03-02
LIOV,White Knight of Dogmatika,"0,20 €",2023-03-02
RIRA,White Aura Monoceros,"0,02 €",2023-03-02
RIRA,White Howling,"0,02 €",2023-03-02
PEVO,White Wing Magician,"0,02 €",2023-03-02
SAST,White Rose Dragon,"0,03 €",2023-03-02
DUSA,White Veil,"0,02 €",2023-03-02
MP20,White Howling,"0,02 €",2023-03-02
OP13,Where Arf Thou?,"0,02 €",2023-03-02
MAMA,Witchcrafter Confusion Confession,"0,02 €",2023-03-02
MAMA,Witchcrafter Vice-Madame,"0,02 €",2023-03-02
BROL,Wing Requital,"0,15 €",2023-03-02
MP21,Wind Pegasus @Ignister,"0,02 €",2023-03-02
MAMA,Witchcrafter Genni,"0,02 €",2023-03-02
MAMA,Witchcrafter Haine,"0,02 €",2023-03-02
MAMA,Witchcrafter Creation,"0,02 €",2023-03-02
HAC1,Winged Kuriboh (V.1 - Common),"0,02 €",2023-03-02
LED6,Winged Kuriboh,"0,02 €",2023-03-02
TOCH,Witch of the Black Forest,"0,02 €",2023-03-02
IGAS,Wind Pegasus @Ignister,"0,08 €",2023-03-02
BROL,Wind-Up Arsenal Zenmaioh,"0,02 €",2023-03-02
MAGO,Wightprince,"0,02 €",2023-03-02
DUOV,Witchcrafter Madame Verre,"0,02 €",2023-03-02
MP20,Witch's Strike,"1,99 €",2023-03-02
MP20,Witchcrafter Schmietta,"0,02 €",2023-03-02
DUDE,Wiretap,"0,02 €",2023-03-02
MP21,Witchcrafter Unveiling,"0,02 €",2023-03-02
SGX1,Winged Kuriboh (V.2 - Secret Rare),"0,32 €",2023-03-02
MP21,Witchcrafter Patronus,"0,02 €",2023-03-02
EXVC,W Nebula Meteorite,"0,02 €",2023-03-02
DABL,"Wollow, Founder of the Drudge Dragons","0,05 €",2023-03-02
DABL,Worldsea Dragon Zealantis,"6,50 €",2023-03-02
MP20,World Legacy Monstrosity,"0,05 €",2023-03-02
KICO,World Legacy Guardragon,"0,02 €",2023-03-02
CYHO,World Legacy's Memory,"0,02 €",2023-03-02
MP19,World Legacy Succession,"1,40 €",2023-03-02
INCH,Wonder Wand,"0,05 €",2023-03-02
DANE,World Legacy Monstrosity,"0,14 €",2023-03-02
GEIM,"World Legacy - ""World Lance""","0,02 €",2023-03-02
LIOV,World Soul - Carbon,"0,02 €",2023-03-02
FLOD,World Legacy's Memory,"0,02 €",2023-03-02
MP18,World Legacy's Secret,"0,24 €",2023-03-02
MP19,"World Legacy - ""World Crown""","0,02 €",2023-03-02
OP15,World Legacy Token,"0,19 €",2023-03-02
MYFI,World Legacy Guardragon Mardark,"0,02 €",2023-03-02
CIBR,World Legacy Pawns,"0,02 €",2023-03-02
CYHO,World Legacy Survivor,"0,02 €",2023-03-02
EXFO,World Legacy Key,"0,02 €",2023-03-02
DANE,World Gears of Theurlogical Demiurgy,"0,02 €",2023-03-02
FLOD,World Legacy's Sorrow,"0,02 €",2023-03-02
HAC1,Wrath of Neos (V.1 - Common),"0,02 €",2023-03-02
HA01,Wrath of Neos,"0,10 €",2023-03-02
CRV,Wroughtweiler (V.1 - Rare),"0,02 €",2023-03-02
DP1,Wroughtweiler,"0,02 €",2023-03-02
TP8,Wretched Ghost of the Attic,"0,05 €",2023-03-02
CRV,Wroughtweiler (V.2 - Ultimate Rare),"1,25 €",2023-03-02
SGX1,Wroughtweiler,"0,02 €",2023-03-02
MP17,Wrecker Panda,"0,02 €",2023-03-02
TDIL,Wrecker Panda,"0,02 €",2023-03-02
HAC1,Wrath of Neos (V.2 - Parallel Rare),"0,09 €",2023-03-02
DT01,Wrath of Neos,"7,99 €",2023-03-02
20TH-JPB,Wrath of Neos,"2,76 €",2023-03-02
TDIL-JP,Wrecker Panda,"0,10 €",2023-03-02
DR04,Wroughtweiler,"0,30 €",2023-03-02
LCGX,Wroughtweiler,"0,02 €",2023-03-02
BLLR,"Wulf, Lightsworn Beast","1,00 €",2023-03-02
SDLI,"Wulf, Lightsworn Beast","0,25 €",2023-03-02
RYMP,"Wulf, Lightsworn Beast","0,50 €",2023-03-02
LODT,"Wulf, Lightsworn Beast","0,50 €",2023-03-02
LCGX,"Wulf, Lightsworn Beast","0,50 €",2023-03-02
TU05,"Wulf, Lightsworn Beast","0,25 €",2023-03-02
DS14,"Wulf, Lightsworn Beast",,2023-03-02
LCKC,W-Wing Catapult,"0,05 €",2023-03-02
SGX1,W-Wing Catapult,"0,02 €",2023-03-02
EEN,W-Wing Catapult,"0,02 €",2023-03-02
DP2,W-Wing Catapult,"0,02 €",2023-03-02
DR04,W-Wing Catapult,"2,00 €",2023-03-02
MGED,"Wynn the Wind Charmer, Verdant","0,02 €",2023-03-02
MP21,Wynn the Wind Channeler,"0,08 €",2023-03-02
MP20,"Wynn the Wind Charmer, Verdant","0,75 €",2023-03-02
RIRA,"Wynn the Wind Charmer, Verdant (V.1 - Rare)","0,02 €",2023-03-02
SDCH,Wynn the Wind Charmer,"0,02 €",2023-03-02
ROTD,Wynn the Wind Channeler (V.1 - Ultra Rare),"0,30 €",2023-03-02
TLM,Wynn the Wind Charmer,"0,02 €",2023-03-02
RIRA,"Wynn the Wind Charmer, Verdant (V.2 - Starlight Rare)","400,00 €",2023-03-02
DT05,Wynn the Wind Charmer,"4,94 €",2023-03-02
ROTD,Wynn the Wind Channeler (V.2 - Starlight Rare),"131,95 €",2023-03-02
21PP,Wynn the Wind Channeler,,2023-03-02
DR3,Wynn the Wind Charmer,"0,05 €",2023-03-02
SD39,Wynn the Wind Charmer,"1,50 €",2023-03-02
RIRA-JP,"Wynn the Wind Charmer, Verdant (V.1 - Super Rare)",,2023-03-02
RIRA-JP,"Wynn the Wind Charmer, Verdant (V.2 - Secret Rare)","20,00 €",2023-03-02
RIRA-JP,"Wynn the Wind Charmer, Verdant (V.3 - Special)","399,99 €",2023-03-02
LCKC,X-Head Cannon,"0,02 €",2023-03-02
SBCB,X-Head Cannon,"0,02 €",2023-03-02
DP2,X-Head Cannon,"0,02 €",2023-03-02
SDKS,X-Head Cannon,"0,02 €",2023-03-02
YSKR,X-Head Cannon,"0,02 €",2023-03-02
DPKB,X-Head Cannon,"0,02 €",2023-03-02
MFC,X-Head Cannon,"0,15 €",2023-03-02
DR1,X-Head Cannon,"0,02 €",2023-03-02
SDKS-JP,X-Head Cannon,,2023-03-02
RDS,Xing Zhen Hu,"0,02 €",2023-03-02
MP16,Xiangsheng Magician,"0,02 €",2023-03-02
SD4,Xing Zhen Hu,"0,02 €",2023-03-02
GLD4,Xing Zhen Hu,"0,02 €",2023-03-02
SP17,Xiangke Magician (V.1 - Common),"0,02 €",2023-03-02
MP16,Xiangke Magician,"0,15 €",2023-03-02
CORE,Xiangsheng Magician,"0,02 €",2023-03-02
SP17,Xiangke Magician (V.2 - Starfoil Rare),"0,05 €",2023-03-02
CORE,Xiangke Magician,"0,10 €",2023-03-02
DR3,Xing Zhen Hu,"0,02 €",2023-03-02
STOR,Xing Zhen Hu Replica,"0,02 €",2023-03-02
SP17,Xiangsheng Magician (V.2 - Starfoil Rare),"0,02 €",2023-03-02
SP17,Xiangsheng Magician (V.1 - Common),"0,02 €",2023-03-02
LGB1,Xiangke Magician,"0,06 €",2023-03-02
SD31,Xiangke Magician,,2023-03-02
CORE-JP,Xiangke Magician (V.1 - Super Rare),,2023-03-02
CORE-JP,Xiangke Magician (V.2 - Secret Rare),,2023-03-02
LGB1,Xiangsheng Magician,"0,05 €",2023-03-02
SD31,Xiangsheng Magician,,2023-03-02
CORE-JP,Xiangsheng Magician (V.2 - Secret Rare),,2023-03-02
CIBR,X-Krawler Synaphysis,"0,02 €",2023-03-02
CIBR,X-Krawler Neurogos,"0,02 €",2023-03-02
CIBR,X-Krawler Qualiark,"0,02 €",2023-03-02
CIBR-JP,X-Krawler Neurogos,"0,20 €",2023-03-02
CIBR-JP,X-Krawler Qualiark (V.1 - Ultra Rare),"0,45 €",2023-03-02
CIBR-JP,X-Krawler Qualiark (V.2 - Secret Rare),,2023-03-02
CIBR-JP,X-Krawler Qualiark (V.3 - Ultimate Rare),"12,95 €",2023-03-02
CIBR-JP,X-Krawler Synaphysis,"0,20 €",2023-03-02
HA01,X-Saber Airbellum,"0,06 €",2023-03-02
5DS2,X-Saber Urbellum,"0,02 €",2023-03-02
HA01,X-Saber Urbellum,"0,03 €",2023-03-02
5DS2,X-Saber Airbellum,"0,02 €",2023-03-02
SDMP,X-Saber Airbellum,"0,02 €",2023-03-02
HA01,X-Saber Axel,"0,02 €",2023-03-02
TSHD,X-Saber Pashuul,"0,02 €",2023-03-02
HA01,X-Saber Uruz,"0,02 €",2023-03-02
5DS3,X-Saber Wayne,"0,02 €",2023-03-02
TSHD,X-Saber Palomuro,"0,02 €",2023-03-02
5DS3,X-Saber Urbellum,"0,02 €",2023-03-02
5DS2,X-Saber Anu Piranha,"0,02 €",2023-03-02
BP03,X-Saber Airbellum (V.1 - Common),"0,02 €",2023-03-02
TU07,X-Saber Pashuul,"3,00 €",2023-03-02
DT01,X-Saber Galahad,"0,89 €",2023-03-02
CT09,X-Saber Souza,"0,02 €",2023-03-02
SP15,X-Saber Souza (V.1 - Common),"0,02 €",2023-03-02
BP03,X-Saber Airbellum (V.2 - Shatterfoil),"0,07 €",2023-03-02
5DS2,X-Saber Galahad,"0,02 €",2023-03-02
DT01,X-Saber Airbellum,"21,99 €",2023-03-02
MP20,Xtra HERO Cross Crusader,"0,02 €",2023-03-02
DUOV,Xtra HERO Infernal Devicer,"0,10 €",2023-03-02
LEHD,Xtra HERO Wonder Driver,"1,99 €",2023-03-02
LEHD,Xtra HERO Dread Decimator,"0,60 €",2023-03-02
DANE,Xtra HERO Cross Crusader,"0,05 €",2023-03-02
DANE-JP,Xtra HERO Cross Crusader (V.2 - Secret Rare),,2023-03-02
DANE-JP,Xtra HERO Cross Crusader (V.1 - Super Rare),"7,00 €",2023-03-02
DANE-JP,Xtra HERO Cross Crusader (V.3 - Special),,2023-03-02
LVP2,Xtra HERO Dread Decimator (V.1 - Super Rare),"1,50 €",2023-03-02
LVP2,Xtra HERO Dread Decimator (V.2 - Secret Rare),,2023-03-02
LVP3,Xtra HERO Infernal Devicer (V.1 - Super Rare),"0,20 €",2023-03-02
LVP3,Xtra HERO Infernal Devicer (V.2 - Secret Rare),,2023-03-02
PP20,Xtra HERO Wonder Driver (V.3 - Secret Rare),,2023-03-02
PP20,Xtra HERO Wonder Driver (V.2 - Ultra Rare),,2023-03-02
PP20,Xtra HERO Wonder Driver (V.1 - Common),,2023-03-02
DIFO,XX-clusion,"0,02 €",2023-03-02
ANPR,XX-Saber Ragigura,"0,02 €",2023-03-02
HASE,XX-Saber Emmersblade,"0,02 €",2023-03-02
ANPR,XX-Saber Fulhelmknight,"0,02 €",2023-03-02
ANPR,XX-Saber Faultroll,"0,15 €",2023-03-02
CT08,XX-Saber Darksoul,"0,02 €",2023-03-02
ABPF,XX-Saber Emmersblade,"0,90 €",2023-03-02
CT06,XX-Saber Gottoms,"0,75 €",2023-03-02
ABPF,XX-Saber Hyunlei (V.1 - Ultra Rare),"3,98 €",2023-03-02
SP15,XX-Saber Boggart Knight (V.1 - Common),"0,02 €",2023-03-02
TU03,XX-Saber Faultroll,"0,15 €",2023-03-02
ANPR,XX-Saber Gottoms (V.1 - Ultra Rare),"0,50 €",2023-03-02
TSHD,XX-Saber Boggart Knight (V.2 - Ultra Rare),"0,30 €",2023-03-02
TSHD,XX-Saber Darksoul (V.2 - Ultimate Rare),"1,98 €",2023-03-02
ABPF,XX-Saber Hyunlei (V.2 - Ultimate Rare),"5,00 €",2023-03-02
XSPU,XX-Saber Fulhelmknight,"0,80 €",2023-03-02
ANPR,XX-Saber Gottoms (V.2 - Ultimate Rare),"2,00 €",2023-03-02
TSHD,XX-Saber Boggart Knight (V.1 - Super Rare),"0,10 €",2023-03-02
ABPF,XX-Saber Garsem,"0,02 €",2023-03-02
SP15,XX-Saber Fulhelmknight (V.1 - Common),"0,02 €",2023-03-02
PHHY,Xyz Align,"0,02 €",2023-03-02
AMDE,Xyz Reborn,"0,02 €",2023-03-02
AMDE,Xyz Import,"0,02 €",2023-03-02
JOTL,Xyz Encore,"0,10 €",2023-03-02
AMDE,Xyz Tribalrivals,"0,02 €",2023-03-02
MP14,Xyz Encore,"0,50 €",2023-03-02
LED9,Xyz Remora,"0,02 €",2023-03-02
MP21,Xyz Import,"0,02 €",2023-03-02
BACH,XYZ Combine,"0,02 €",2023-03-02
DUPO,Xyz Change Tactics,"0,02 €",2023-03-02
PHRA,Xyz Import,"0,02 €",2023-03-02
GRCR,Xyz Universe,"0,02 €",2023-03-02
KICO,XYZ Hyper Cannon,"0,02 €",2023-03-02
DLCS,Xyz Import,"0,25 €",2023-03-02
ETCO,Xyz Revive Splash,"0,02 €",2023-03-02
LCKC,XYZ-Dragon Cannon,"0,05 €",2023-03-02
GFTP,Xyz Burst,"0,02 €",2023-03-02
SBCB,XY-Dragon Cannon,"0,05 €",2023-03-02
DANE,Xyz Slidolphin,"0,02 €",2023-03-02
LTGY,Xyz Block,"0,02 €",2023-03-02
SBCB,XZ-Tank Cannon,"0,02 €",2023-03-02
SDKS,XZ-Tank Cannon,"0,02 €",2023-03-02
DR1,XZ-Tank Cannon,"0,10 €",2023-03-02
MFC,XZ-Tank Cannon,"0,50 €",2023-03-02
WPP2,XZ-Tank Cannon,"33,00 €",2023-03-02
SDKS-JP,XZ-Tank Cannon,,2023-03-02
PHHY,Yaguramaru the Armor Ninja,"0,02 €",2023-03-02
MAMA,Yata-Garasu,"0,05 €",2023-03-02
GFP2,"Yazi, Evil of the Yang Zing","0,02 €",2023-03-02
DIFO,"Yakusa, Lord of the Eight Thunders","0,02 €",2023-03-02
DIFO,Yamatako Orochi,"0,02 €",2023-03-02
OP17,"Yazi, Evil of the Yang Zing","0,02 €",2023-03-02
HISU,"Yasha, the Skeletal Mayakashi","0,02 €",2023-03-02
GFP2,Yang Zing Brutality,"0,02 €",2023-03-02
GFP2,Yang Zing Prana,"0,02 €",2023-03-02
MP15,"Yazi, Evil of the Yang Zing","3,00 €",2023-03-02
LIOV,Yamorimori,"0,02 €",2023-03-02
FLOD,Yajiro Invader,"0,02 €",2023-03-02
MP22,Yamorimori,"0,02 €",2023-03-02
NECH,"Yazi, Evil of the Yang Zing (V.2 - Ultimate Rare)","18,99 €",2023-03-02
ROTD,Yaminabe Party,"0,02 €",2023-03-02
STOR,Yaksha,"0,02 €",2023-03-02
DB2,Yamata Dragon,"1,50 €",2023-03-02
SS05,Yaiba Robo,"0,05 €",2023-03-02
TDGS,Yamato-no-Kami,"0,02 €",2023-03-02
DUEA,Yang Zing Path,"0,40 €",2023-03-02
TKN4,YCS Token (V.4 - Token),"4,99 €",2023-03-02
TKN4,YCS Token (V.1 - Token),"7,49 €",2023-03-02
TKN4,YCS Token (V.2 - Token),"5,50 €",2023-03-02
TKN4,YCS Token (V.3 - Token),"3,99 €",2023-03-02
TKN4,YCS Token (V.5 - Token),"7,00 €",2023-03-02
LCKC,Y-Dragon Head,"0,04 €",2023-03-02
DP2,Y-Dragon Head,"0,02 €",2023-03-02
SBCB,Y-Dragon Head,"0,02 €",2023-03-02
DPKB,Y-Dragon Head,"0,02 €",2023-03-02
SDKS,Y-Dragon Head,"0,02 €",2023-03-02
MFC,Y-Dragon Head,"0,30 €",2023-03-02
DR1,Y-Dragon Head,"0,02 €",2023-03-02
SDKS-JP,Y-Dragon Head,,2023-03-02
SHVA,Yellow Dragon Ninja,"0,07 €",2023-03-02
SHVA,Yellow Ninja,"0,02 €",2023-03-02
FIGA,Yellow Gadget,"0,02 €",2023-03-02
JOTL,Yellow Duston,"0,02 €",2023-03-02
DPYG,Yellow Gadget,"0,02 €",2023-03-02
DPRP,Yellow Gadget,"0,02 €",2023-03-02
IOC,Yellow Luster Shield (V.1 - Common),"0,02 €",2023-03-02
YGLD,Yellow Gadget,"0,02 €",2023-03-02
SHSP,Yellow-Bellied Oni,"0,02 €",2023-03-02
LCYW,Yellow Gadget,"0,39 €",2023-03-02
DR2,Yellow Luster Shield,"0,02 €",2023-03-02
SDGR,Yellow Gadget,"0,02 €",2023-03-02
SD10,Yellow Gadget,"0,02 €",2023-03-02
TU07,Yellow Gadget,"1,00 €",2023-03-02
SOVR,"Yellow Baboon, Archer of the Forest (V.1 - Ultra Rare)","0,20 €",2023-03-02
SDMM,Yellow Gadget,"0,02 €",2023-03-02
YSYR,Yellow Gadget,"0,02 €",2023-03-02
SOVR,"Yellow Baboon, Archer of the Forest (V.2 - Ultimate Rare)","0,99 €",2023-03-02
HL07,Yellow Gadget,"5,00 €",2023-03-02
IOC,Yellow Luster Shield (V.2 - Common),"0,05 €",2023-03-02
DABL,Yorishiro of the Aqua,"0,02 €",2023-03-02
BROL,Yowie,"0,02 €",2023-03-02
HISU,"Yoko, the Graceful Mayakashi","4,99 €",2023-03-02
RIRA,Yosenjus' Sword Sting,"0,02 €",2023-03-02
THSF,Yosenju Kama 1,"0,05 €",2023-03-02
RIRA,Yosenju Izna,"0,02 €",2023-03-02
THSF,Yosenju Kama 3,"0,02 €",2023-03-02
RIRA,Yosenju Oroshi Channeling,"0,02 €",2023-03-02
MP22,You and A.I.,"0,02 €",2023-03-02
THSF,Yosenju Kama 2,"0,04 €",2023-03-02
RIRA,Yosenju Sabu,"0,02 €",2023-03-02
EXFO,Yoko-Zuna Sumo Spirit,"0,02 €",2023-03-02
THSF,Yosenju Misak,"0,02 €",2023-03-02
LIOV,You and A.I.,"0,02 €",2023-03-02
RIRA,Yosenju Wind Worship,"0,02 €",2023-03-02
THSF,Yosen Training Grounds,"0,02 €",2023-03-02
RATE,Yokotuner,"0,02 €",2023-03-02
THSF,Yosenju Shinchu L,"0,02 €",2023-03-02
THSF,Yosenjus' Secret Move,"0,02 €",2023-03-02
CROS,Yosenju Kodam,"0,02 €",2023-03-02
MAMA,"Yuki-Onna, the Icicle Mayakashi","0,02 €",2023-03-02
DUOV,"Yuki-Onna, the Absolute Zero Mayakashi","1,50 €",2023-03-02
DANE,"Yuki-Musume, the Ice Mayakashi","0,02 €",2023-03-02
LART,Yu-Gi-Oh! ZEXAL,"0,80 €",2023-03-02
SAST,"Yuki-Musume, the Ice Mayakashi","0,02 €",2023-03-02
YGLD,Yugi Token,"0,02 €",2023-03-02
LDK2,Yugi & Dark Magician Token,"0,02 €",2023-03-02
HISU,"Yuki-Onna, the Ice Mayakashi","1,40 €",2023-03-02
CT14,Yugi Muto & Yami Yugi Token,"0,15 €",2023-03-02
PTDN,Yubel,"3,00 €",2023-03-02
RYMP,Yubel,"1,99 €",2023-03-02
RYMP,Yubel - Terror Incarnate,"0,10 €",2023-03-02
LCGX,Yubel - The Ultimate Nightmare,"6,99 €",2023-03-02
RYMP,Yubel - The Ultimate Nightmare,"0,50 €",2023-03-02
LCGX,Yubel,"9,99 €",2023-03-02
LCGX,Yubel - Terror Incarnate,"3,49 €",2023-03-02
HC01,Yubel (V.1 - Parallel Rare),"0,15 €",2023-03-02
PTDN,Yubel - Terror Incarnate (V.1 - Ultra Rare),"1,49 €",2023-03-02
PTDN,Yubel - The Ultimate Nightmare,"9,95 €",2023-03-02
HC01,Yubel (V.2 - Secret Rare),"3,00 €",2023-03-02
SBCB,YZ-Tank Dragon,"0,02 €",2023-03-02
DPRP,YZ-Tank Dragon,"0,02 €",2023-03-02
DR1,YZ-Tank Dragon,"0,02 €",2023-03-02
MFC,YZ-Tank Dragon,"0,50 €",2023-03-02
WPP2,YZ-Tank Dragon,,2023-03-02
DP17,YZ-Tank Dragon,"0,85 €",2023-03-02
DABL,Zalamander Catalyzer,"0,02 €",2023-03-02
DUPO,Zaborg the Mega Monarch,"0,02 €",2023-03-02
BLLR,"Zaphion, the Timelord","0,15 €",2023-03-02
SR01,Zaborg the Thunder Monarch,"0,02 €",2023-03-02
GRCR,Zaralaam the Dark Palace,"0,02 €",2023-03-02
GLD2,Zaborg the Thunder Monarch,"0,02 €",2023-03-02
LDS1,Zane Truesdale Art Token,"1,00 €",2023-03-02
AST,Zaborg the Thunder Monarch,"0,10 €",2023-03-02
MP15,Zaborg the Mega Monarch,"0,70 €",2023-03-02
BP01,Zaborg the Thunder Monarch (V.1 - Common),"0,02 €",2023-03-02
NECH,Zaborg the Mega Monarch,"0,30 €",2023-03-02
TP8,Zaborg the Thunder Monarch,"0,19 €",2023-03-02
TDIL,Zap Mustung,"0,02 €",2023-03-02
DL09,Zaborg the Thunder Monarch (V.3 - Rare),"0,75 €",2023-03-02
BP01,Zaborg the Thunder Monarch (V.2 - Starfoil Rare),"0,26 €",2023-03-02
DR2,Zaborg the Thunder Monarch,"0,50 €",2023-03-02
MP17,Zap Mustung,"0,02 €",2023-03-02
DL09,Zaborg the Thunder Monarch (V.1 - Rare),"0,25 €",2023-03-02
DL09,Zaborg the Thunder Monarch (V.4 - Rare),"0,75 €",2023-03-02
BOSH,Zany Zebra,"0,02 €",2023-03-02
DABL,"Zep, Ruby of the Ghoti","0,02 €",2023-03-02
MP22,Zexal Construction,"0,02 €",2023-03-02
INCH,"Zerrziel, Ruler of the Evil Eyed","0,15 €",2023-03-02
MP20,"Zerrziel, Ruler of the Evil Eyed","0,02 €",2023-03-02
BROL,Zexal Field,"0,02 €",2023-03-02
GRCR,Zektrike Kou-ou (V.1 - Ultra Rare),"0,02 €",2023-03-02
BROL,Zexal Catapult,"0,02 €",2023-03-02
PP01,Zera the Mant (V.1 - Super Rare),"0,02 €",2023-03-02
LIOV,Zexal Construction,"0,02 €",2023-03-02
MP22,Zexal Entrust,"0,02 €",2023-03-02
MGED,"Zefraniu, Secret of the Yang Zing","0,02 €",2023-03-02
MGED,"Zefraxi, Treasure of the Yang Zing","0,02 €",2023-03-02
MACR,Zefra Providence,"0,02 €",2023-03-02
PP01,Zera Ritual (V.1 - Super Rare),"0,02 €",2023-03-02
SDLS,"Zeradias, Herald of Heaven","0,02 €",2023-03-02
MACR,Zefraath,"0,02 €",2023-03-02
MACR,Zefra War,"0,02 €",2023-03-02
LIOV,Zexal Alliance,"0,02 €",2023-03-02
PEVO,"Zefraniu, Secret of the Yang Zing","0,08 €",2023-03-02
EXFO,Zefra Metaltron,"0,02 €",2023-03-02
LCKC,Z-Metal Tank,"0,02 €",2023-03-02
SBCB,Z-Metal Tank,"0,02 €",2023-03-02
DP2,Z-Metal Tank,"0,02 €",2023-03-02
DPKB,Z-Metal Tank,"0,02 €",2023-03-02
MFC,Z-Metal Tank,"0,10 €",2023-03-02
SDKS,Z-Metal Tank,"0,02 €",2023-03-02
DR1,Z-Metal Tank,"0,02 €",2023-03-02
SDKS-JP,Z-Metal Tank,,2023-03-02
GFP2,Zombie World,"0,50 €",2023-03-02
DIFO,Zombie Reborn,"0,02 €",2023-03-02
DUOV,Zombie World,"0,43 €",2023-03-02
GEIM,"Zoroa, the Magistus of Flame","5,85 €",2023-03-02
MP22,"Zoroa, the Magistus Conflagrant Calamity","0,02 €",2023-03-02
KICO,Zolga the Prophet,"0,02 €",2023-03-02
MAGO,Zoodiac Chakanine,"0,20 €",2023-03-02
SR07,Zombie Master,"0,02 €",2023-03-02
RATE,Zoodiac Boarbow,"0,05 €",2023-03-02
SR07,Zombie World,"0,20 €",2023-03-02
SR07,Zombie Necronize,"0,02 €",2023-03-02
OP07,Zombie World,"0,10 €",2023-03-02
LDS3,Zoma the Spirit,"0,02 €",2023-03-02
OP15,Zoodiac Boarbow,"0,15 €",2023-03-02
ANGU,"Zohah, the Ogdoadic Boundless","0,02 €",2023-03-02
MAGO,Zoodiac Drident,"0,05 €",2023-03-02
MACR,Zoodiac Hammerkong,"0,02 €",2023-03-02
SDZW,Zombie World,"0,10 €",2023-03-02
BODE,"Zoroa, the Magistus Conflagrant Calamity","0,29 €",2023-03-02
MP17,Zoodiac Barrage,"0,40 €",2023-03-02
MP22,ZS - Ascended Sage,"0,02 €",2023-03-02
MP22,ZS - Armed Sage,"0,02 €",2023-03-02
BROL,ZS - Utopic Sage,"0,02 €",2023-03-02
BROL,ZS - Ouroboros Sage,"0,02 €",2023-03-02
LIOV,ZS - Armed Sage,"0,02 €",2023-03-02
LIOV,ZS - Ascended Sage,"0,14 €",2023-03-02
PRIO,ZS - Vanish Sage,"0,02 €",2023-03-02
LIOV-JP,ZS - Ascended Sage,"0,35 €",2023-03-02
